ic| len(dset): 73257
ic| 'Model Checkpoint Saved!'
Tesla V100-PCIE-16GB
Namespace(dataset='CIFAR10-SVHN', max_epochs=100, lr=0.1, opt='sgd')
Files already downloaded and verified
Files already downloaded and verified
Using downloaded and verified file: ./Datasets/SVHN/train_32x32.mat
Using downloaded and verified file: ./Datasets/SVHN/test_32x32.mat
  0%|          | 0/79 [00:00<?, ?it/s]  1%|▏         | 1/79 [00:00<00:25,  3.02it/s]  4%|▍         | 3/79 [00:00<00:10,  7.53it/s]  6%|▋         | 5/79 [00:00<00:07, 10.50it/s]  9%|▉         | 7/79 [00:00<00:05, 12.50it/s] 11%|█▏        | 9/79 [00:00<00:05, 13.86it/s] 14%|█▍        | 11/79 [00:00<00:04, 14.78it/s] 16%|█▋        | 13/79 [00:01<00:04, 15.42it/s] 19%|█▉        | 15/79 [00:01<00:04, 15.87it/s] 22%|██▏       | 17/79 [00:01<00:03, 16.15it/s] 24%|██▍       | 19/79 [00:01<00:03, 16.39it/s] 27%|██▋       | 21/79 [00:01<00:03, 16.55it/s] 29%|██▉       | 23/79 [00:01<00:03, 16.66it/s] 32%|███▏      | 25/79 [00:01<00:03, 16.73it/s] 34%|███▍      | 27/79 [00:01<00:03, 16.79it/s] 37%|███▋      | 29/79 [00:01<00:02, 16.79it/s] 39%|███▉      | 31/79 [00:02<00:02, 16.82it/s] 42%|████▏     | 33/79 [00:02<00:02, 16.87it/s] 44%|████▍     | 35/79 [00:02<00:02, 16.89it/s] 47%|████▋     | 37/79 [00:02<00:02, 16.91it/s] 49%|████▉     | 39/79 [00:02<00:02, 16.92it/s] 52%|█████▏    | 41/79 [00:02<00:02, 16.87it/s] 54%|█████▍    | 43/79 [00:02<00:02, 16.91it/s] 57%|█████▋    | 45/79 [00:02<00:02, 16.92it/s] 59%|█████▉    | 47/79 [00:03<00:01, 16.94it/s] 62%|██████▏   | 49/79 [00:03<00:01, 16.96it/s] 65%|██████▍   | 51/79 [00:03<00:01, 16.98it/s] 67%|██████▋   | 53/79 [00:03<00:01, 16.98it/s] 70%|██████▉   | 55/79 [00:03<00:01, 17.00it/s] 72%|███████▏  | 57/79 [00:03<00:01, 17.01it/s] 75%|███████▍  | 59/79 [00:03<00:01, 17.00it/s] 77%|███████▋  | 61/79 [00:03<00:01, 17.02it/s] 80%|███████▉  | 63/79 [00:04<00:00, 17.03it/s] 82%|████████▏ | 65/79 [00:04<00:00, 17.04it/s] 85%|████████▍ | 67/79 [00:04<00:00, 17.06it/s] 87%|████████▋ | 69/79 [00:04<00:00, 17.07it/s] 90%|████████▉ | 71/79 [00:04<00:00, 17.06it/s] 92%|█████████▏| 73/79 [00:04<00:00, 17.08it/s] 95%|█████████▍| 75/79 [00:04<00:00, 17.07it/s] 97%|█████████▋| 77/79 [00:04<00:00, 17.06it/s]100%|██████████| 79/79 [00:04<00:00, 16.14it/s]
0.11689082278481013
2.3194729255724558
0.11680000000000001
  0%|          | 0/100 [00:00<?, ?it/s]  1%|          | 1/100 [01:04<1:45:36, 64.01s/it]  2%|▏         | 2/100 [02:07<1:44:26, 63.94s/it]  3%|▎         | 3/100 [03:11<1:43:19, 63.92s/it]  4%|▍         | 4/100 [04:15<1:42:16, 63.92s/it]  5%|▌         | 5/100 [05:19<1:41:12, 63.93s/it]  6%|▌         | 6/100 [06:23<1:40:08, 63.92s/it]  7%|▋         | 7/100 [07:27<1:39:03, 63.91s/it]  8%|▊         | 8/100 [08:31<1:37:58, 63.90s/it]  9%|▉         | 9/100 [09:35<1:36:56, 63.91s/it] 10%|█         | 10/100 [10:39<1:35:52, 63.91s/it] 11%|█         | 11/100 [11:43<1:34:47, 63.91s/it] 12%|█▏        | 12/100 [12:46<1:33:42, 63.89s/it] 13%|█▎        | 13/100 [13:50<1:32:36, 63.87s/it] 14%|█▍        | 14/100 [14:54<1:31:33, 63.88s/it] 15%|█▌        | 15/100 [15:58<1:30:31, 63.90s/it] 16%|█▌        | 16/100 [17:02<1:29:27, 63.89s/it] 17%|█▋        | 17/100 [18:06<1:28:22, 63.88s/it] 18%|█▊        | 18/100 [19:10<1:27:17, 63.87s/it] 19%|█▉        | 19/100 [20:14<1:26:14, 63.88s/it] 20%|██        | 20/100 [21:17<1:25:10, 63.88s/it] 21%|██        | 21/100 [22:21<1:24:06, 63.88s/it] 22%|██▏       | 22/100 [23:25<1:23:01, 63.87s/it] 23%|██▎       | 23/100 [24:29<1:21:57, 63.86s/it] 24%|██▍       | 24/100 [25:33<1:20:54, 63.87s/it] 25%|██▌       | 25/100 [26:37<1:19:51, 63.88s/it] 26%|██▌       | 26/100 [27:41<1:18:47, 63.88s/it] 27%|██▋       | 27/100 [28:45<1:17:42, 63.87s/it] 28%|██▊       | 28/100 [29:48<1:16:38, 63.86s/it] 29%|██▉       | 29/100 [30:52<1:15:35, 63.88s/it] 30%|███       | 30/100 [31:56<1:14:31, 63.88s/it] 31%|███       | 31/100 [33:00<1:13:27, 63.87s/it] 32%|███▏      | 32/100 [34:04<1:12:22, 63.87s/it] 33%|███▎      | 33/100 [35:08<1:11:20, 63.88s/it] 34%|███▍      | 34/100 [36:12<1:10:16, 63.89s/it] 35%|███▌      | 35/100 [37:16<1:09:12, 63.89s/it] 36%|███▌      | 36/100 [38:20<1:08:08, 63.88s/it] 37%|███▋      | 37/100 [39:23<1:07:03, 63.86s/it] 38%|███▊      | 38/100 [40:27<1:06:00, 63.88s/it] 39%|███▉      | 39/100 [41:31<1:04:56, 63.89s/it] 40%|████      | 40/100 [42:35<1:03:53, 63.89s/it] 41%|████      | 41/100 [43:39<1:02:49, 63.88s/it] 42%|████▏     | 42/100 [44:43<1:01:44, 63.87s/it] 43%|████▎     | 43/100 [45:47<1:00:41, 63.88s/it] 44%|████▍     | 44/100 [46:51<59:37, 63.89s/it]   45%|████▌     | 45/100 [47:54<58:33, 63.88s/it] 46%|████▌     | 46/100 [48:58<57:29, 63.87s/it] 47%|████▋     | 47/100 [50:02<56:24, 63.86s/it] 48%|████▊     | 48/100 [51:06<55:21, 63.87s/it] 49%|████▉     | 49/100 [52:10<54:17, 63.88s/it] 50%|█████     | 50/100 [53:14<53:13, 63.88s/it] 51%|█████     | 51/100 [54:18<52:09, 63.87s/it] 52%|█████▏    | 52/100 [55:21<51:05, 63.87s/it] 53%|█████▎    | 53/100 [56:25<50:01, 63.86s/it] 54%|█████▍    | 54/100 [57:29<48:58, 63.87s/it] 55%|█████▌    | 55/100 [58:33<47:54, 63.88s/it] 56%|█████▌    | 56/100 [59:37<46:50, 63.87s/it] 57%|█████▋    | 57/100 [1:00:41<45:46, 63.86s/it] 58%|█████▊    | 58/100 [1:01:45<44:41, 63.86s/it] 59%|█████▉    | 59/100 [1:02:49<43:38, 63.87s/it] 60%|██████    | 60/100 [1:03:52<42:34, 63.87s/it] 61%|██████    | 61/100 [1:04:56<41:30, 63.87s/it] 62%|██████▏   | 62/100 [1:06:00<40:26, 63.86s/it] 63%|██████▎   | 63/100 [1:07:04<39:23, 63.88s/it] 64%|██████▍   | 64/100 [1:08:08<38:19, 63.88s/it] 65%|██████▌   | 65/100 [1:09:12<37:15, 63.88s/it] 66%|██████▌   | 66/100 [1:10:16<36:11, 63.87s/it] 67%|██████▋   | 67/100 [1:11:19<35:07, 63.86s/it] 68%|██████▊   | 68/100 [1:12:23<34:03, 63.87s/it] 69%|██████▉   | 69/100 [1:13:27<33:00, 63.88s/it] 70%|███████   | 70/100 [1:14:31<31:56, 63.88s/it] 71%|███████   | 71/100 [1:15:35<30:52, 63.87s/it] 72%|███████▏  | 72/100 [1:16:39<29:48, 63.86s/it] 73%|███████▎  | 73/100 [1:17:43<28:44, 63.87s/it] 74%|███████▍  | 74/100 [1:18:47<27:40, 63.88s/it] 75%|███████▌  | 75/100 [1:19:51<26:36, 63.88s/it] 76%|███████▌  | 76/100 [1:20:54<25:32, 63.87s/it] 77%|███████▋  | 77/100 [1:21:58<24:28, 63.86s/it] 78%|███████▊  | 78/100 [1:23:02<23:25, 63.87s/it] 79%|███████▉  | 79/100 [1:24:06<22:21, 63.88s/it] 80%|████████  | 80/100 [1:25:10<21:17, 63.88s/it] 81%|████████  | 81/100 [1:26:14<20:13, 63.87s/it] 82%|████████▏ | 82/100 [1:27:18<19:09, 63.86s/it] 83%|████████▎ | 83/100 [1:28:21<18:05, 63.87s/it] 84%|████████▍ | 84/100 [1:29:25<17:02, 63.88s/it] 85%|████████▌ | 85/100 [1:30:29<15:58, 63.88s/it] 86%|████████▌ | 86/100 [1:31:33<14:54, 63.87s/it] 87%|████████▋ | 87/100 [1:32:37<13:50, 63.86s/it] 88%|████████▊ | 88/100 [1:33:41<12:46, 63.87s/it] 89%|████████▉ | 89/100 [1:34:45<11:42, 63.87s/it] 90%|█████████ | 90/100 [1:35:49<10:38, 63.87s/it] 91%|█████████ | 91/100 [1:36:52<09:34, 63.84s/it] 92%|█████████▏| 92/100 [1:37:56<08:30, 63.85s/it] 93%|█████████▎| 93/100 [1:39:00<07:27, 63.87s/it] 94%|█████████▍| 94/100 [1:40:04<06:23, 63.87s/it] 95%|█████████▌| 95/100 [1:41:08<05:19, 63.86s/it] 96%|█████████▌| 96/100 [1:42:12<04:15, 63.84s/it] 97%|█████████▋| 97/100 [1:43:16<03:11, 63.86s/it] 98%|█████████▊| 98/100 [1:44:19<02:07, 63.87s/it] 99%|█████████▉| 99/100 [1:45:23<01:03, 63.87s/it]100%|██████████| 100/100 [1:46:27<00:00, 63.86s/it]100%|██████████| 100/100 [1:46:27<00:00, 63.88s/it]
ic| 'Model Checkpoint Saved!'

Epoch  # 1 | training loss: 1.3281276989013642             | training acc: 0.5184822570332481
Epoch  # 1 | validation loss: 1.0812642944009998             | validation acc: 0.614814082278481

Epoch  # 2 | training loss: 0.8070546422925446             | training acc: 0.7146739130434783
Epoch  # 2 | validation loss: 0.7752323497699786             | validation acc: 0.7277492088607594

Epoch  # 3 | training loss: 0.6250548885225335             | training acc: 0.7797514386189258
Epoch  # 3 | validation loss: 0.627118046902403             | validation acc: 0.7853045886075949

Epoch  # 4 | training loss: 0.5218709717740488             | training acc: 0.8188738810741688
Epoch  # 4 | validation loss: 0.6932063449787188             | validation acc: 0.7579113924050633

Epoch  # 5 | training loss: 0.4494852549432184             | training acc: 0.8438299232736572
Epoch  # 5 | validation loss: 0.550481325086159             | validation acc: 0.8132911392405063

Epoch  # 6 | training loss: 0.39781844029036323             | training acc: 0.8637707800511509
Epoch  # 6 | validation loss: 0.5751697854905189             | validation acc: 0.8076542721518988

Epoch  # 7 | training loss: 0.36076909725737694             | training acc: 0.8737212276214834
Epoch  # 7 | validation loss: 0.49162184211272225             | validation acc: 0.8360363924050633

Epoch  # 8 | training loss: 0.32137593326856717             | training acc: 0.887707800511509
Epoch  # 8 | validation loss: 0.5665606701675849             | validation acc: 0.8125

Epoch  # 9 | training loss: 0.3063420531771067             | training acc: 0.892363331202046
Epoch  # 9 | validation loss: 0.5879243046422548             | validation acc: 0.8041930379746836

Epoch  # 10 | training loss: 0.2859705586529449             | training acc: 0.900115888746803
Epoch  # 10 | validation loss: 0.5402335185038892             | validation acc: 0.8187302215189873

Epoch  # 11 | training loss: 0.2692470567400955             | training acc: 0.9051310741687979
Epoch  # 11 | validation loss: 0.5610345798202708             | validation acc: 0.821004746835443

Epoch  # 12 | training loss: 0.2558000831319319             | training acc: 0.909406969309463
Epoch  # 12 | validation loss: 0.4831611800797378             | validation acc: 0.844442246835443

Epoch  # 13 | training loss: 0.25375745184433735             | training acc: 0.9116248401534527
Epoch  # 13 | validation loss: 0.5392615764955931             | validation acc: 0.8319818037974683

Epoch  # 14 | training loss: 0.24196157157611664             | training acc: 0.915421195652174
Epoch  # 14 | validation loss: 0.5498606336267688             | validation acc: 0.8285205696202531

Epoch  # 15 | training loss: 0.22904617317459164             | training acc: 0.9197570332480819
Epoch  # 15 | validation loss: 0.4751163687132582             | validation acc: 0.8439477848101266

Epoch  # 16 | training loss: 0.22715201397495502             | training acc: 0.9206162084398977
Epoch  # 16 | validation loss: 0.5863792326631425             | validation acc: 0.8240704113924051

Epoch  # 17 | training loss: 0.21904285443598961             | training acc: 0.9243925831202046
Epoch  # 17 | validation loss: 0.5481669729269003             | validation acc: 0.838310917721519

Epoch  # 18 | training loss: 0.21480274654429435             | training acc: 0.9242527173913043
Epoch  # 18 | validation loss: 0.5521045904370803             | validation acc: 0.8246637658227848

Epoch  # 19 | training loss: 0.2073602005124778             | training acc: 0.9276694373401535
Epoch  # 19 | validation loss: 0.5467031535845769             | validation acc: 0.8382120253164557

Epoch  # 20 | training loss: 0.20635401364892264             | training acc: 0.9267303388746803
Epoch  # 20 | validation loss: 0.47975187286545956             | validation acc: 0.8513647151898734

Epoch  # 21 | training loss: 0.19606590977467386             | training acc: 0.930986253196931
Epoch  # 21 | validation loss: 0.4453303995011728             | validation acc: 0.8589794303797469

Epoch  # 22 | training loss: 0.2038079375505943             | training acc: 0.9283487851662404
Epoch  # 22 | validation loss: 0.46004914200004143             | validation acc: 0.8564082278481012

Epoch  # 23 | training loss: 0.19331523648860965             | training acc: 0.9327645460358056
Epoch  # 23 | validation loss: 0.45473708948002584             | validation acc: 0.8571004746835443

Epoch  # 24 | training loss: 0.19102416520276108             | training acc: 0.9321451406649617
Epoch  # 24 | validation loss: 0.46907691827303244             | validation acc: 0.8569026898734177

Epoch  # 25 | training loss: 0.19025738772166811             | training acc: 0.9341232416879796
Epoch  # 25 | validation loss: 0.4590829282621794             | validation acc: 0.8585838607594937

Epoch  # 26 | training loss: 0.18731297872236471             | training acc: 0.9345628196930946
Epoch  # 26 | validation loss: 0.4638466573780096             | validation acc: 0.8524525316455697

Epoch  # 27 | training loss: 0.18221966046339755             | training acc: 0.9364210358056266
Epoch  # 27 | validation loss: 0.5687347329870055             | validation acc: 0.8323773734177216

Epoch  # 28 | training loss: 0.18240031332987577             | training acc: 0.9365209398976982
Epoch  # 28 | validation loss: 0.5889444155029103             | validation acc: 0.8336629746835443

Epoch  # 29 | training loss: 0.17619199572545488             | training acc: 0.9367407289002557
Epoch  # 29 | validation loss: 0.4771581676941884             | validation acc: 0.8557159810126582

Epoch  # 30 | training loss: 0.1738813076539875             | training acc: 0.9391384271099744
Epoch  # 30 | validation loss: 0.44881561058986036             | validation acc: 0.8616495253164557

Epoch  # 31 | training loss: 0.17855719199923376             | training acc: 0.9368206521739131
Epoch  # 31 | validation loss: 0.43933804729316805             | validation acc: 0.8595727848101266

Epoch  # 32 | training loss: 0.16939809581364892             | training acc: 0.9401974104859335
Epoch  # 32 | validation loss: 0.5128798760190795             | validation acc: 0.8455300632911392

Epoch  # 33 | training loss: 0.17209692392974635             | training acc: 0.9405570652173914
Epoch  # 33 | validation loss: 0.6333766768250284             | validation acc: 0.8313884493670886

Epoch  # 34 | training loss: 0.16720483038107606             | training acc: 0.9414961636828645
Epoch  # 34 | validation loss: 0.6217482961431334             | validation acc: 0.8260482594936709

Epoch  # 35 | training loss: 0.16717837947656583             | training acc: 0.9404971227621484
Epoch  # 35 | validation loss: 0.5296152241622345             | validation acc: 0.8392998417721519

Epoch  # 36 | training loss: 0.16386087571539917             | training acc: 0.9434143222506394
Epoch  # 36 | validation loss: 0.4413432065821901             | validation acc: 0.8638251582278481

Epoch  # 37 | training loss: 0.16204578586904061             | training acc: 0.9429747442455243
Epoch  # 37 | validation loss: 0.4669495115551767             | validation acc: 0.8567049050632911

Epoch  # 38 | training loss: 0.1586470295105825             | training acc: 0.9440936700767263
Epoch  # 38 | validation loss: 0.49748079214669483             | validation acc: 0.8554193037974683

Epoch  # 39 | training loss: 0.1596695689813179             | training acc: 0.9432944373401535
Epoch  # 39 | validation loss: 0.41663188770224774             | validation acc: 0.8737143987341772

Epoch  # 40 | training loss: 0.154739723033498             | training acc: 0.9455922314578005
Epoch  # 40 | validation loss: 0.5059812717799899             | validation acc: 0.850870253164557

Epoch  # 41 | training loss: 0.16211760530481711             | training acc: 0.943574168797954
Epoch  # 41 | validation loss: 0.6341739289368256             | validation acc: 0.8230814873417721

Epoch  # 42 | training loss: 0.15540327716742636             | training acc: 0.9447730179028133
Epoch  # 42 | validation loss: 0.5373284307461751             | validation acc: 0.8402887658227848

Epoch  # 43 | training loss: 0.15841086809773502             | training acc: 0.9431745524296675
Epoch  # 43 | validation loss: 0.4693506239335748             | validation acc: 0.8569026898734177

Epoch  # 44 | training loss: 0.1480231636615894             | training acc: 0.9480298913043478
Epoch  # 44 | validation loss: 0.5352164246613467             | validation acc: 0.861056170886076

Epoch  # 45 | training loss: 0.14801774177309648             | training acc: 0.947170716112532
Epoch  # 45 | validation loss: 0.4288739579010613             | validation acc: 0.8639240506329114

Epoch  # 46 | training loss: 0.14736989387275312             | training acc: 0.9477901214833759
Epoch  # 46 | validation loss: 0.4683024262702918             | validation acc: 0.8608583860759493

Epoch  # 47 | training loss: 0.14523573255147357             | training acc: 0.9491288363171355
Epoch  # 47 | validation loss: 0.56180943190297             | validation acc: 0.8412776898734177

Epoch  # 48 | training loss: 0.14745816438342146             | training acc: 0.9475903132992327
Epoch  # 48 | validation loss: 0.4717704382123826             | validation acc: 0.8589794303797469

Epoch  # 49 | training loss: 0.14708754191141757             | training acc: 0.948968989769821
Epoch  # 49 | validation loss: 0.42206289175944994             | validation acc: 0.8704509493670886

Epoch  # 50 | training loss: 0.14561088673551292             | training acc: 0.9491288363171355
Epoch  # 50 | validation loss: 0.44378168956388403             | validation acc: 0.8692642405063291

Epoch  # 51 | training loss: 0.04766468705890505             | training acc: 0.9867527173913043
Epoch  # 51 | validation loss: 0.2927663992335902             | validation acc: 0.9111946202531646

Epoch  # 52 | training loss: 0.019961521838722594             | training acc: 0.9964833759590793
Epoch  # 52 | validation loss: 0.2954987511981892             | validation acc: 0.9132713607594937

Epoch  # 53 | training loss: 0.012297307367703361             | training acc: 0.9986612851662404
Epoch  # 53 | validation loss: 0.3030395336166213             | validation acc: 0.914754746835443

Epoch  # 54 | training loss: 0.008885052799463958             | training acc: 0.9994005754475703
Epoch  # 54 | validation loss: 0.3065078819194172             | validation acc: 0.9160403481012658

Epoch  # 55 | training loss: 0.00680783183230242             | training acc: 0.9996803069053708
Epoch  # 55 | validation loss: 0.3146913468460493             | validation acc: 0.9161392405063291

Epoch  # 56 | training loss: 0.005882839371552667             | training acc: 0.9997002877237852
Epoch  # 56 | validation loss: 0.3198758305250844             | validation acc: 0.9153481012658228

Epoch  # 57 | training loss: 0.005023691365766265             | training acc: 0.9998201726342711
Epoch  # 57 | validation loss: 0.32042212784290314             | validation acc: 0.9145569620253164

Epoch  # 58 | training loss: 0.0043087282277660946             | training acc: 0.9998601342710998
Epoch  # 58 | validation loss: 0.3219756622669063             | validation acc: 0.9162381329113924

Epoch  # 59 | training loss: 0.003827138038565312             | training acc: 0.9999600383631714
Epoch  # 59 | validation loss: 0.32737994929657704             | validation acc: 0.916435917721519

Epoch  # 60 | training loss: 0.0036412632187960616             | training acc: 0.9998601342710998
Epoch  # 60 | validation loss: 0.3358752653002739             | validation acc: 0.9140625

Epoch  # 61 | training loss: 0.003227927900604842             | training acc: 0.999880115089514
